"gene_id"	"cons100way"	"rank"	"Gene"	"BF_hct116"	"BF_hela"	"BF_gbm"	"BF_rpe1"	"BF_dld1"	"BF_a375_GeCKo"	"BF_hct116_shRNA"	"numTKOHits"	"gene_type"
"10771"	0.142053771471247	11002	"ZMYND11"	-64.589	-86.848	-24.408	-31.276	-24.863	11.185	-32.688	0	"nonfitness"
"23175"	0.142046280591229	11001	"LPIN1"	-102.202	-63.578	-6.287	-23.65	-16.621	-24.318	-10.211	0	"nonfitness"
"84073"	0.142034482758621	11000	"MYCBPAP"	-18.976	-39.343	-2.849	0.035	0.527	-6.97	-27.839	0	"nonfitness"
"389874"	0.14203010420687	10999	"ZCCHC13"	-75.572	-30.674	-9.731	-28.056	-11.158	-8.029	-38.706	0	"nonfitness"
"391356"	0.142021644024868	10998	"PTRHD1"	-14.374	-4.15	-10.232	-7.502	-6.626	-10.773	-3.609	0	"nonfitness"
"84858"	0.141990725895074	10997	"ZNF503"	-67.409	-35.357	-18.188	-1.576	-2.374	1.125	-30.369	0	"nonfitness"
"445"	0.141982723408118	10996	"ASS1"	-11.4	0.19	NA	NA	NA	-12.227	-19.111	0	"nonfitness"
"54902"	0.141956703893148	10995	"TTC19"	-25.429	-16.791	-11.242	7.519	-4.476	-8.861	NA	1	"fitness"
"3093"	0.141932475639464	10994	"UBE2K"	-52.743	-17.107	-20.746	-36.643	-7.681	-14.063	-21.134	0	"nonfitness"
"283229"	0.141931684334511	10993	"EFCAB4A"	-71.234	-65.523	-4.905	-42.85	2.377	8.969	NA	0	"nonfitness"
"10473"	0.141920354590434	10992	"HMGN4"	-28.48	-13.892	-7.165	-10.203	-4.23	NA	-26.062	0	"nonfitness"
"10455"	0.141905124061223	10991	"ECI2"	-108.413	-71.081	-23.993	-40.121	-14.83	-16.637	-21.904	0	"nonfitness"
"3292"	0.141903959561921	10990	"HSD17B1"	-93.942	-73.729	-26.271	-25.669	-16.5	-5.244	-28.881	0	"nonfitness"
"84620"	0.141902407097666	10989	"ST6GAL2"	-80.216	-35.676	-30.284	-24.262	-17.372	0.941	-26.479	0	"nonfitness"
"3164"	0.141877015752859	10988	"NR4A1"	-63.912	-70.705	-12.566	-18.518	-11.315	-15.582	-32.127	0	"nonfitness"
"140836"	0.141876854599407	10987	"BANF2"	-68.913	-37.343	-5.227	-2.322	-2.695	-15.139	-26.301	0	"nonfitness"
"205860"	0.141870925498904	10986	"TRIML2"	-80.94	-27.055	-11.1	-14.741	-10.667	-4.517	-46.179	0	"nonfitness"
"6258"	0.141837850770756	10985	"RXRG"	-89.541	-39.651	-31.049	-27.238	-19.691	-1.193	11.57	0	"nonfitness"
"5188"	0.141833426495249	10984	"PET112"	75.269	-23.866	-0.89	-32.613	24.273	-2.165	NA	2	"fitness"
"84272"	0.141826226870475	10983	"YIPF4"	-6.705	0.83	NA	NA	NA	-7.307	-14.25	0	"nonfitness"
"8986"	0.14181650779896	10982	"RPS6KA4"	3.593	-13.758	-3.047	-25.54	-17.011	-13.491	-16.217	1	"fitness"
"29775"	0.141814635045466	10981	"CARD10"	-5.954	-48.027	-6.03	-22.431	-5.569	-15.31	-6.439	0	"nonfitness"
"51337"	0.141809421841542	10980	"THEM6"	0.242	1.914	-10.131	0.721	-4.882	-5.458	NA	0	"nonfitness"
"9254"	0.141804235451059	10979	"CACNA2D2"	-55.235	11.672	-12.148	-18.465	-13.801	0.842	-15.645	0	"nonfitness"
"81494"	0.141799850634802	10978	"CFHR5"	-87.399	-30.69	-16.89	-30.244	-16.156	10.962	-37.551	0	"nonfitness"
"143689"	0.141761006289308	10977	"PIWIL4"	-129.405	-44.627	-18.278	-19.775	-15.795	-2.784	-16.065	0	"nonfitness"
"23239"	0.141755134054329	10976	"PHLPP1"	-137.71	-39.15	-21.915	-50.44	-12.787	-17.692	-19.82	0	"nonfitness"
"6470"	0.141732106293455	10975	"SHMT1"	-72.792	8.807	-23.677	-19.061	-16.304	-9.305	14.038	0	"nonfitness"
"26000"	0.141709858261054	10974	"TBC1D10B"	-75.845	43.536	-18.962	-12.357	-4.155	-7.026	-6.518	1	"fitness"
"64207"	0.141683656557492	10973	"IRF2BPL"	-95.49	-60.939	-4.129	-35.749	-16.416	-5.996	-23.005	0	"nonfitness"
"2539"	0.141671602500823	10972	"G6PD"	3.02	40.705	17.02	44.901	31.267	15.517	-32.865	5	"core"
"80195"	0.141658135892155	10971	"TMEM254"	-23.37	-9.638	-8.02	-16.474	-7.444	NA	-14.889	0	"nonfitness"
"119694"	0.141640890872446	10970	"OR51F2"	-90.71	-27.809	-24.236	-18.835	-11.965	-8.609	-28.81	0	"nonfitness"
"79630"	0.141627689429373	10969	"C1orf54"	-97.613	-48.694	-20.167	-28.128	-10.37	-8.704	NA	0	"nonfitness"
"4744"	0.141626182562005	10968	"NEFH"	-101.551	-35.276	-20.266	-36.361	-5.015	-12.321	-24.406	0	"nonfitness"
"3479"	0.141575961093099	10967	"IGF1"	-103.721	-90.255	-33.977	-60.797	-15.834	-7.594	-18.939	0	"nonfitness"
"730112"	0.141566265060241	10966	"FAM166B"	-84.31	-40.782	-21.819	-29.588	-6.508	-8.135	NA	0	"nonfitness"
"8564"	0.141556212801694	10965	"KMO"	-112.963	-42.289	-30.667	-29.814	-19.774	-12.583	-37.015	0	"nonfitness"
"57580"	0.141548226103938	10964	"PREX1"	-104.148	-41.08	-22.396	-21.922	-14.995	-5.008	-35.409	0	"nonfitness"
"400506"	0.14153939101015	10963	"KNOP1"	-54.233	-27.041	-12.803	-10.441	-5.782	NA	NA	0	"nonfitness"
"51134"	0.141520986062998	10962	"CCDC41"	-35.109	-41.374	-7.19	-6.282	-3.679	9.505	NA	0	"nonfitness"
"10006"	0.141501854140915	10961	"ABI1"	-136.451	-37.24	-24.039	8.154	-11.504	-6.628	-3.745	1	"fitness"
"5880"	0.141490425835953	10960	"RAC2"	-73.872	-41.544	-34.947	-50.038	-20.383	-3.115	-34.791	0	"nonfitness"
"392636"	0.141468616697136	10959	"AGMO"	-100.144	-58.082	-11.501	-9.931	-11.199	3.195	6.9	0	"nonfitness"
"4354"	0.141448760838397	10958	"MPP1"	-132.936	-61.376	-30.044	-22.898	-15.741	-8.8	-25.034	0	"nonfitness"
"2895"	0.141434540389972	10957	"GRID2"	-120.038	-67.837	-19.73	-30.034	-17.558	-6.013	-25.77	0	"nonfitness"
"116535"	0.141434221697625	10956	"MRGPRF"	-82.545	7.886	-22.441	-39.786	-19.123	-7.751	-6.673	0	"nonfitness"
"79609"	0.141416996657076	10955	"METTL21D"	-28.009	6.654	-3.184	-0.103	-15.098	6.21	NA	0	"nonfitness"
"139170"	0.14141402037148	10954	"DCAF12L1"	-112.335	-61.708	-16.375	-50.619	-16.452	-9.457	-23.854	0	"nonfitness"
"3480"	0.141405140126566	10953	"IGF1R"	-116.492	47.087	-7.039	-55.176	-15.296	10.158	-146.355	1	"fitness"
"55231"	0.141376385775732	10952	"CCDC87"	-107.907	4.088	-21.176	-45.579	-17.413	-4.186	-15.895	0	"nonfitness"
"92714"	0.141373772083816	10951	"ARRDC1"	-103.46	-20.745	-12.335	-24.955	-10.963	-7.441	-3.43	0	"nonfitness"
"2052"	0.141320553780618	10950	"EPHX1"	-37.15	-64.734	-14.692	-60.359	-16.738	-0.38	-28.101	0	"nonfitness"
"2802"	0.141305725755335	10949	"GOLGA3"	-109.203	-51.825	-18.226	-20.056	-4.654	-8.306	-20.354	0	"nonfitness"
"360023"	0.141286838733297	10948	"ZBTB41"	-63.381	-35.129	-30.767	-20.77	-24.123	15.268	-17.749	0	"nonfitness"
"26223"	0.141258697813121	10947	"FBXL21"	-54.02	-20.956	-16.528	-24.416	-9.602	NA	-20.234	0	"nonfitness"
"4796"	0.141247298548935	10946	"TONSL"	202.299	146.418	74.018	53.13	29.582	6.419	-11.715	5	"core"
"956"	0.141239395057174	10945	"ENTPD3"	-128.644	-72.84	-29.307	-43.72	-20.98	-9.312	-22.966	0	"nonfitness"
"25822"	0.141231974363539	10944	"DNAJB5"	-75.52	-56.975	-19.215	-40.931	-10.31	-6.277	-40.1	0	"nonfitness"
"2046"	0.141214057507987	10943	"EPHA8"	-100.27	-58.289	-26.327	-51.646	-8.983	-18.953	-23.046	0	"nonfitness"
"388407"	0.141205992226708	10942	"C17orf82"	29.144	-9.157	-6.818	-6.564	-5.963	-6.98	NA	1	"fitness"
"151126"	0.141181963713981	10941	"ZNF385B"	-85.494	-73.272	-33.609	-30.015	-17.522	-20.228	-2.44	0	"nonfitness"
"126567"	0.141169312461972	10940	"C2CD4C"	-27.884	-54.041	-18.009	3.118	-9.704	-5.453	NA	0	"nonfitness"
"9159"	0.141156740837696	10939	"PCSK7"	-53.187	10.706	-19.77	-24.189	-8.912	-14.149	-16.532	0	"nonfitness"
"84293"	0.141133994406306	10938	"FAM213A"	-8.68	-7.109	-14.216	-10.683	-7.5	-7.948	NA	0	"nonfitness"
"144165"	0.141116389548694	10937	"PRICKLE1"	-111.834	-45.506	-24.692	-44.476	-7.025	-4.283	-24.927	0	"nonfitness"
"113115"	0.141078547246539	10936	"MTFR2"	-4.718	-9.667	12.253	-0.554	1.84	NA	-7.178	1	"fitness"
"440695"	0.141071656570529	10935	"ETV3L"	-70.506	-23.838	-12.219	-19.31	-6.643	-13.55	NA	0	"nonfitness"
"373156"	0.141056218057922	10934	"GSTK1"	-82.073	-42.929	-36.54	-49.201	-16.887	-13.687	NA	0	"nonfitness"
"55194"	0.141056062301007	10933	"EVA1B"	-8.407	-50.578	-34.821	-30.844	-19.253	NA	NA	0	"nonfitness"
"1958"	0.141045170747094	10932	"EGR1"	-97.27	-65.661	-29.006	-20.666	-0.632	-0.576	-14.589	0	"nonfitness"
"1958"	0.141045170747094	10932	"ZNF225"	-61.419	-50.771	-16.315	-17.942	-10.264	-8.82	12.254	0	"nonfitness"
"81569"	0.141040632623875	10931	"ACTL8"	-93.441	-15.849	-28.693	-27.799	-2.451	-23.065	-16.742	0	"nonfitness"
"9863"	0.141004450095359	10930	"MAGI2"	-93.789	-66.527	-31.58	-27.979	-17.346	-6.362	NA	0	"nonfitness"
"7226"	0.140993342114621	10929	"TRPC7"	-157.102	-57.895	-25.08	-50.486	-13.026	-22.285	-23.622	0	"nonfitness"
"91433"	0.140958166984898	10928	"RCCD1"	-55.647	-31.841	-27.872	-7.348	-15.258	-9.385	-12.603	0	"nonfitness"
"84146"	0.140904333863776	10927	"ZNF644"	-138.845	-48.937	-35.52	-57.874	-20.668	-9.599	-38.935	0	"nonfitness"
"64417"	0.140902094626246	10926	"C5orf28"	-25.137	-14.39	-10.147	-15.431	-6.721	0.087	-25.9	0	"nonfitness"
"117583"	0.140884002759696	10925	"PARD3B"	-120.91	-61.684	-35.071	-57.862	-17.775	-10.48	-6.031	0	"nonfitness"
"29890"	0.140883826254031	10924	"RBM15B"	-63.889	-17.732	-21.71	-25.934	-8.152	-7.247	-30.674	0	"nonfitness"
"26034"	0.140871934604905	10923	"IPCEF1"	-115.297	-65.946	-35.296	-16.467	-20.514	-11.135	-24.78	0	"nonfitness"
"7568"	0.14080176029705	10922	"ZNF20"	-38.504	-24.595	-6.576	-10.858	-4.311	-5.108	-25.394	0	"nonfitness"
"1471"	0.140779635865533	10921	"CST3"	-36.379	-47.349	-17.91	-28.08	-14.059	-8.819	-20.577	0	"nonfitness"
"466"	0.140772148275369	10920	"ATF1"	-7.805	-11.822	4.291	-7.844	-2.962	0.283	6.106	1	"fitness"
"123041"	0.140770097623359	10919	"SLC24A4"	-78.111	-33.139	-25.272	-28.531	-20.02	-22.023	-35.569	0	"nonfitness"
"440307"	0.140746587155427	10918	"TTLL13"	-121.036	-53.589	-21.345	-43.9	-16.048	-5.617	NA	0	"nonfitness"
"26470"	0.140685519137062	10917	"SEZ6L2"	-72.942	-34.4	-37.68	-28.274	-11.038	-14.211	-7.211	0	"nonfitness"
"131544"	0.140684548985365	10916	"CRYBG3"	-132.044	-66.152	-34.42	-48.374	-19.546	NA	NA	0	"nonfitness"
"84700"	0.140681576144835	10915	"MYO18B"	-52.916	-67.643	-26.093	-8.714	-10.224	-13.56	-12.213	0	"nonfitness"
"23786"	0.140643863179074	10914	"BCL2L13"	-74.348	-42.181	-32.857	1.858	-1.702	-3.341	-21.172	0	"nonfitness"
"84070"	0.140636624026336	10913	"FAM186B"	-55.926	-2.768	13.026	19.625	-18.821	-5.862	-19.281	2	"fitness"
"118490"	0.140608228980322	10912	"MSS51"	-116.375	-93.263	-22.156	-32.164	-11.46	-17.225	NA	0	"nonfitness"
"387787"	0.140565055762082	10911	"LIPT2"	72.932	-14.755	-17.481	-23.972	-11.873	-12.26	NA	1	"fitness"
"8784"	0.140562947799386	10910	"TNFRSF18"	-112.675	-35.729	-30.308	-41.349	-17.088	-23.964	1.356	0	"nonfitness"
"8506"	0.1405540417802	10909	"CNTNAP1"	-26.726	-19.226	0.627	-25.113	-12.168	-12.713	-40.262	0	"nonfitness"
"4534"	0.140543970366305	10908	"MTM1"	-144.856	-57.188	-11.555	-51.253	-23.551	2.521	-17.084	0	"nonfitness"
"5549"	0.140523198420533	10907	"PRELP"	-128.219	-56.177	-7.749	-37.567	-19.588	-15.739	-20.51	0	"nonfitness"
"55651"	0.140502000727537	10906	"NHP2"	27.079	16.144	10.181	23.312	8.524	13.995	-1.85	5	"core"
"54852"	0.140488280248243	10905	"PAQR5"	-61.216	-11.853	-15.09	-42.691	-8.493	-13.056	21.171	0	"nonfitness"
"51575"	0.140472064535405	10904	"ESF1"	116.185	106.845	6.31	31.7	6.427	10.131	9.746	5	"core"
"4097"	0.140465593974666	10903	"MAFG"	-70.361	-35.283	-9.286	-20.07	-1.329	-5.396	-12.06	0	"nonfitness"
"81631"	0.14046332046332	10902	"MAP1LC3B"	-32.938	-33.742	-9.578	12.363	-7.723	-9.313	-32.631	1	"fitness"
"55331"	0.140461542905005	10901	"ACER3"	-92.425	-17.352	-25.093	-27.658	-14.829	-5.512	-10.165	0	"nonfitness"
"662"	0.140435869285931	10900	"BNIP1"	-20.966	32.334	7.889	3.937	14.544	-5.831	-31.609	3	"core"
"5225"	0.140397484615126	10899	"PGC"	-135.917	-77.884	-26.508	-29.879	-15.625	-16.334	-8.704	0	"nonfitness"
"9623"	0.140391152447949	10898	"TCL1B"	-87.244	-56.029	-22.248	-35.778	-15.144	-14.604	-15.404	0	"nonfitness"
"23264"	0.140390775144138	10897	"ZC3H7B"	-95.328	-27.748	-21.713	-58.046	-17.414	-11.865	-13.662	0	"nonfitness"
"55057"	0.140388349514563	10896	"AIM1L"	45.53	-32.29	-10.277	11.27	-11.945	NA	NA	2	"fitness"
"79634"	0.140382452193476	10895	"SCRN3"	-85.789	-73.391	-12.167	-29.593	-14.012	-12.146	-17.096	0	"nonfitness"
"388468"	0.140363897787222	10894	"POTEC"	-8.576	-10.027	NA	NA	NA	-3.374	NA	0	"nonfitness"
"143879"	0.14035409035409	10893	"KBTBD3"	-72.543	-40.502	-30.449	-32.11	-16.568	-8.995	NA	0	"nonfitness"
"3066"	0.140353531570669	10892	"HDAC2"	-58.13	-28.743	-10.066	6.852	-17.67	-3.947	-45.746	1	"fitness"
"25932"	0.140336260476897	10891	"CLIC4"	7.639	-16.768	NA	NA	NA	-16.701	-26.744	1	"fitness"
"5715"	0.140319914689416	10890	"PSMD9"	-99.361	-39.926	-6.133	-38.074	0.169	-4.019	-18.494	0	"nonfitness"
"79723"	0.140316333118141	10889	"SUV39H2"	-39.926	-33.774	-9.317	-6.748	-7.432	-2.503	-32.193	0	"nonfitness"
"3956"	0.140300790409491	10888	"LGALS1"	-44.671	-48.108	-16.101	-17.935	-2.479	-12.763	-33.923	0	"nonfitness"
"51477"	0.140298507462687	10887	"ISYNA1"	-57.527	-60.046	-0.952	-18.952	-3.795	-5.329	-9.693	0	"nonfitness"
"135138"	0.140267765190525	10886	"PACRG"	-122.27	-88.276	-24.748	-17.771	-16.342	0.237	-19.681	0	"nonfitness"
"178"	0.140248437376375	10885	"AGL"	-102.422	-45.367	-37.965	-51.78	-23.58	2.936	-5.26	0	"nonfitness"
"128859"	0.14023694602896	10884	"BPIFB6"	-123.619	-51.041	-19.604	-39.864	-12.775	-10.104	-37.193	0	"nonfitness"
"150572"	0.140232647567775	10883	"SMYD1"	-128.57	-56.162	-36.698	-55.058	-19.715	-22.371	-12.349	0	"nonfitness"
"54677"	0.140218980279841	10882	"CROT"	-108.421	-40.824	-15.224	-34.03	-13.831	-26.854	-31.135	0	"nonfitness"
"23514"	0.140209802003575	10881	"KIAA0146"	-76.245	-84.758	-18.407	-20.797	-12.7	-9.985	NA	0	"nonfitness"
"3980"	0.140176109135557	10880	"LIG3"	-32.105	-31.659	-1.253	-29.325	-0.078	-1.78	-11.553	0	"nonfitness"
"79622"	0.140144488784918	10879	"SNRNP25"	312.59	87.796	23.352	93.033	33.587	28.201	-2.457	5	"core"
"64860"	0.140143155383239	10878	"ARMCX5"	-87.789	-60.183	-14.946	-31.33	-14.566	-7.098	-21.87	0	"nonfitness"
"285220"	0.140121982132844	10877	"EPHA6"	-147.243	-59.782	-35.311	-57.507	-21.76	-2.278	-32.952	0	"nonfitness"
"800"	0.140121505658701	10876	"CALD1"	-94.983	-54.719	-24.215	-57.843	-20.874	3.734	-12.232	0	"nonfitness"
"55509"	0.140116872275299	10875	"BATF3"	-16.944	-29.384	-7.882	-8.666	-7.816	-20.114	-36.102	0	"nonfitness"
"51280"	0.140100557140916	10874	"GOLM1"	-91.243	-74.431	-23.967	-14.658	-9.94	-9.912	-27.97	0	"nonfitness"
"3911"	0.140099321535987	10873	"LAMA5"	-128.861	6.162	-31.838	-53.204	-19.143	-10.044	-29.357	0	"nonfitness"
"11017"	0.140069624207802	10872	"SNRNP27"	74.374	8.564	NA	NA	NA	15.799	28.869	1	"fitness"
"28964"	0.14006554989075	10871	"GIT1"	-138.122	-85.907	-9.051	-31.046	-17.76	-15.788	-22.737	0	"nonfitness"
"119772"	0.140053670955756	10870	"OR52M1"	-105.838	-38.612	-20.402	-32.369	-10.461	-7.194	-26.1	0	"nonfitness"
"125336"	0.14005203701874	10869	"LOXHD1"	-102.935	-84.285	-32.34	-23.461	-18.799	-20.162	-33.09	0	"nonfitness"
"57732"	0.140027907424337	10868	"ZFYVE28"	-135.071	-55.094	-25.258	-25.861	-16.639	-13.421	-30.047	0	"nonfitness"
"5737"	0.140020132297958	10867	"PTGFR"	-99.052	-43.633	-22.674	-42.466	-16.505	-0.58	-12.738	0	"nonfitness"
"91"	0.140008955785896	10866	"ACVR1B"	-99.476	-50.99	-19.163	-57.705	-16.782	-15.555	-44.33	0	"nonfitness"
"140679"	0.140008447135013	10865	"SLC32A1"	-132.678	-8.926	-9.063	-6.833	-11.858	-8.892	-10.056	0	"nonfitness"
"201164"	0.140004587543612	10864	"PLD6"	-38.676	-58.449	-30.671	-39.692	-17.224	-11.745	-18.808	0	"nonfitness"
"220965"	0.13999684443042	10863	"FAM13C"	-174.269	-68.842	-30.087	-59.178	-19.665	-18.138	-18.757	0	"nonfitness"
"401409"	0.13998899889989	10862	"RAB19"	-53.287	-32.701	5.837	-38.651	-14.019	-7.436	-49.676	1	"fitness"
"118670"	0.13996919522526	10861	"FAM24A"	-48.163	-25.291	-9.316	-18.721	-7.845	-6.165	NA	0	"nonfitness"
"8607"	0.139957927798674	10860	"RUVBL1"	261.575	208.498	96.799	109.563	40.502	18.644	19.301	5	"core"
"11045"	0.139919803965248	10859	"UPK1A"	-114.595	-43.863	-13.696	-33.457	-11.174	-10.737	1.142	0	"nonfitness"
"58487"	0.139894518741759	10858	"CREBZF"	-74.377	39.958	-15.087	-19.086	-12.294	-2.507	-17.898	1	"fitness"
"51497"	0.139881837628603	10857	"NELFCD"	127.776	14.338	24.471	20.217	15.45	NA	-0.208	4	"core"
"58503"	0.13987347748088	10856	"PROL1"	-36.809	-29.947	-8.848	8.992	-8.765	8.212	-10.997	1	"fitness"
"80232"	0.139868382618258	10855	"WDR26"	-11.901	-15.926	-4.981	-56.201	-6.171	12.517	-26.671	0	"nonfitness"
"64132"	0.139866982646587	10854	"XYLT2"	-48.442	107.978	13.477	-1.627	9.262	-7.554	-10.848	3	"core"
"29127"	0.139842083355013	10853	"RACGAP1"	92.543	43.968	44.63	63.843	15.913	4.34	-24.621	5	"core"
"29904"	0.13981798252898	10852	"EEF2K"	-114.371	-11.575	-26.368	-41.511	-11.952	-8.744	-16.144	0	"nonfitness"
"259286"	0.139805098301701	10851	"TAS2R40"	-38.652	-35.664	-16.012	-19.839	-12.716	-6.28	-1.898	0	"nonfitness"
"1998"	0.139799206742687	10850	"ELF2"	-39	-19.195	-27.734	-30.095	-17.904	1.12	-22.476	0	"nonfitness"
"25769"	0.13978344254435	10849	"SLC24A2"	-135.32	-63.687	-25.426	-32.961	-19.972	-14.754	-20.526	0	"nonfitness"
"9220"	0.139778802969662	10848	"TIAF1"	-52.354	-21.597	10.776	-23.551	-12.536	-8.316	-30.521	1	"fitness"
"4088"	0.139765923925276	10847	"SMAD3"	-79.437	-44.475	-19.4	-40.023	-13.174	-10.139	-27.525	0	"nonfitness"
"387032"	0.139750412919802	10846	"ZKSCAN4"	-38.484	-33.344	-16.891	0.998	-20.614	-13.536	-8.665	0	"nonfitness"
"10908"	0.139739930225182	10845	"PNPLA6"	-31.58	-48.085	-20.746	-28.253	-5.445	-6.802	-10.312	0	"nonfitness"
"51458"	0.139734009429766	10844	"RHCG"	-74.205	-23.149	-31.365	-45.485	-23.043	-10.469	-36.862	0	"nonfitness"
"2262"	0.139700748129676	10843	"GPC5"	-73.095	-57.273	-23.097	-45.343	-9.727	-11.939	NA	0	"nonfitness"
"4495"	0.139696464130025	10842	"MT1G"	-18.528	-15.807	-6.255	-10.262	-2.81	NA	NA	0	"nonfitness"
"115004"	0.139662117852793	10841	"MB21D1"	-83.327	-46.577	-25.884	-42.657	-14.873	1.558	-27.998	0	"nonfitness"
"340745"	0.139644417338964	10840	"LRIT2"	-70.355	-64.801	-31.381	-6.589	-13.107	4.658	-38.522	0	"nonfitness"
"152926"	0.139641258246937	10839	"PPM1K"	-109.714	-62.319	-22.866	-42.792	-14.663	-2.909	-24.764	0	"nonfitness"
"5303"	0.139634418189924	10838	"PIN4"	-46.777	-24.252	-14.556	-16.199	-11.725	-6.925	5.422	0	"nonfitness"
"116372"	0.139633265690415	10837	"LYPD1"	-84.454	-49.216	-28.332	-58.909	-15.677	-8.386	NA	0	"nonfitness"
"84217"	0.139618304287394	10836	"ZMYND12"	-63.025	-57.695	-15.884	4.16	-15.807	-16.442	-25.444	0	"nonfitness"
"8484"	0.13961661341853	10835	"GALR3"	39.093	-0.847	-23.361	-23.569	-9.383	-3.416	-0.7	1	"fitness"
"10018"	0.139612895083209	10834	"BCL2L11"	-85.073	-49.452	6.233	-2.751	-8.815	-26.096	-5.417	1	"fitness"
"4665"	0.139605362537764	10833	"NAB2"	-122.183	-64.282	-31.396	-29.052	-20.467	-10.615	11.196	0	"nonfitness"
"10158"	0.139581697114564	10832	"PDZK1IP1"	-85.457	-18.233	-22.137	-35.965	-16.953	-1.266	-1.518	0	"nonfitness"
"85477"	0.139556930446063	10831	"SCIN"	-127.211	-19.782	-9.443	-39.628	-7.354	-5.806	-19.79	0	"nonfitness"
"9456"	0.13955442757137	10830	"HOMER1"	-81.992	-50.892	-31.426	-31.55	-9.491	2.182	-19.392	0	"nonfitness"
"11149"	0.139551882118418	10829	"BVES"	-30.209	-5.263	-13.054	-21.118	-8.336	-11.446	-26.497	0	"nonfitness"
"390061"	0.13953341916704	10828	"OR51Q1"	-42.663	-24.253	-26.999	-13.047	-2.917	-5.276	NA	0	"nonfitness"
"286256"	0.139521330609394	10827	"LCN12"	-58.385	-28.676	-2.278	-11.944	-7.946	-4.161	-19.994	0	"nonfitness"
"8799"	0.139508801817149	10826	"PEX11B"	-58.663	15.904	-11	-8.571	-8.653	-11.338	-22.233	1	"fitness"
"9146"	0.139493589428966	10825	"HGS"	-22.198	131.4	88.288	118.422	33.713	-5.933	-25.383	4	"core"
"374393"	0.139492926402798	10824	"FAM111B"	-43.548	-12.507	-11.315	-21.039	-10.777	-10.302	NA	0	"nonfitness"
"27339"	0.139490127468133	10823	"PRPF19"	397.075	233.314	101.192	96.92	58.444	35.35	43.264	5	"core"
"5142"	0.139473762449829	10822	"PDE4B"	-123.357	-60.121	-27.418	-37.278	-12.108	-29.236	-30.865	0	"nonfitness"
"1675"	0.139469098607605	10821	"CFD"	-62.669	-38.347	-29.867	-29.97	-14.75	-12.103	NA	0	"nonfitness"
"4824"	0.139459910490784	10820	"NKX3-1"	-80.006	-53.284	-20.057	-52.495	-18.905	-22.02	-42.515	0	"nonfitness"
"9759"	0.139454373522459	10819	"HDAC4"	-123.113	-95.512	-25.419	-36.793	-18.368	-14.059	-37.167	0	"nonfitness"
"9736"	0.139441446072132	10818	"USP34"	-56.797	-74.622	-18.179	-20.703	-16.843	-4.605	NA	0	"nonfitness"
"91949"	0.1394314806958	10817	"COG7"	-50.955	4.609	-25.486	-51.361	-11.688	8.533	-25.479	0	"nonfitness"
"2890"	0.139419750417001	10816	"GRIA1"	-105.128	-25.571	-26.272	-34.351	-5.637	-7.379	-6.322	0	"nonfitness"
"80139"	0.139417393751759	10815	"ZNF703"	-127.315	-57.197	-25.941	-31.626	-15.501	-12.845	NA	0	"nonfitness"
"135924"	0.13939520044389	10814	"OR9A2"	-58.073	-42.461	-19.116	-25.94	-11.507	-8.626	NA	0	"nonfitness"
"55650"	0.139393752695459	10813	"PIGV"	-22.072	48.2	15.664	-9.764	22.513	-12.271	-39.92	3	"core"
"132001"	0.139391981173021	10812	"TAMM41"	-38.069	-12.107	0.169	-16.053	0.465	22.222	-37.733	0	"nonfitness"
"79960"	0.1393868991944	10811	"PHF17"	-101.247	-26.204	10.234	-18.349	-14.959	-17.648	NA	1	"fitness"
"4363"	0.139386296763346	10810	"ABCC1"	-80.783	-64.548	-32.994	-46.621	-15.494	-8.781	-27.17	0	"nonfitness"
"286753"	0.139371488547262	10809	"TUSC5"	-51.831	-25.069	-29.949	-20.246	1.945	NA	-20.174	0	"nonfitness"
"133688"	0.139369434017811	10808	"UGT3A1"	-127.932	-44.872	-18.689	-22.908	-3.998	-61.382	-13.493	0	"nonfitness"
"54897"	0.139363610816887	10807	"CASZ1"	-131.896	-71.1	-30.543	-40.555	-15.994	-14.026	-19.266	0	"nonfitness"
"83787"	0.139357626952166	10806	"ARMC10"	-5.184	-3.519	NA	NA	NA	-1.801	-20.328	0	"nonfitness"
"56985"	0.139354618405327	10805	"ADPRM"	-112.939	-68.736	-37.929	-46.276	-22.719	NA	-26.423	0	"nonfitness"
"123036"	0.13934664246824	10804	"TC2N"	-63.311	-33.85	-19.479	-23.949	0.881	2.406	-18.804	0	"nonfitness"
"65260"	0.139343349088454	10803	"SELRC1"	63.81	32.775	43.22	-14.344	34.496	7.506	NA	4	"core"
"11163"	0.139329402446537	10802	"NUDT4"	22.706	15.354	7.777	-3.081	-1.001	NA	-6.765	2	"fitness"
"153770"	0.139301056938288	10801	"PLAC8L1"	-61.357	0.366	-23.967	27.22	-11.478	-10.932	-6.81	1	"fitness"
"606495"	0.139292706030944	10800	"CYB5RL"	-101.178	-56.054	-34.372	-35.548	-18.157	-13.243	NA	0	"nonfitness"
"8989"	0.13928299314272	10799	"TRPA1"	-57.761	-57.247	-32.979	-44.178	-8.5	NA	-16.107	0	"nonfitness"
"80210"	0.139261475979266	10798	"ARMC9"	-78.315	-87.644	-27.549	-33.315	-10.587	-4.983	NA	0	"nonfitness"
"147407"	0.139255001559506	10797	"SLC25A52"	-14.897	-2.629	-4.707	-8.616	-2.965	-4.508	-19.437	0	"nonfitness"
